"grid","nfta10","grid.1","nfta15","grid.2","nfta20","grid.3","nfta25","grid.4","nfta30","grid.5","nfta35","grid.6","nfta40","grid.7","nfta45","grid.8","nfta50","grid.9","nfta55","grid.10","nfta60","grid.11","nfta65","grid.12","nfta70","grid.13","nfta75","grid.14","nfta80","grid.15","nfta85","grid.16","nfta90"
0.024,0.369590650798504,0.024,0.295313097036044,0.024,0.725522457308152,0.024,4.66690611065341,0.024,18.3660725155792,0.024,37.8973811102919,0.024,42.0688923125761,0.024,58.5674910091074,0.074,0.307408542423115,0.074,0.00145950808859211,0.074,1.99892641476136,0.074,4.41354298318051,0.074,9.28194583463604,0.074,14.3671926833289,0.074,11.1045702597694,0.074,5.60962609383457,0.074,5.70899945214532
0.025,0.736060763828893,0.025,0.0642796620184352,0.025,0.165371621693532,0.025,4.08601165346803,0.025,15.6239976745499,0.025,33.9627348818882,0.025,38.7426682835254,0.025,54.9739723865175,0.075,0.961567826064353,0.075,0.0322398896620285,0.075,1.44597013259612,0.075,4.04729011935441,0.075,8.65277565727501,0.075,13.5791013361253,0.075,10.1223951403802,0.075,5.65544477802588,0.075,5.26337382948345
0.026,0.830683414938687,0.026,0.00169028885059311,0.026,0.0125483026644799,0.026,3.43567335816372,0.026,12.5686872782752,0.026,31.7574725997841,0.026,36.1524714631064,0.026,53.2597852882563,0.076,1.41011456515108,0.076,0.0745886524839014,0.076,1.16015205212572,0.076,3.49288222992033,0.076,7.70779681472559,0.076,12.6556866193492,0.076,10.7264012160445,0.076,5.39245271658589,0.076,5.42279648627001
0.027,1.50011622123528,0.027,0.133070595181618,0.027,0.0367308514859997,0.027,2.20144376916467,0.027,11.7136165150214,0.027,30.2258971897692,0.027,32.8224977836813,0.027,51.0025174139777,0.077,1.63828521795443,0.077,0.312902884015214,0.077,0.879597571376547,0.077,3.0943146374558,0.077,8.9395778411582,0.077,11.2887181623026,0.077,10.012084781354,0.077,4.92292279012296,0.077,5.01265530589871
0.028,2.97964264780017,0.028,1.09909505761231,0.028,0.271417401168426,0.028,1.44290634040019,0.028,10.1015690060635,0.028,24.778026570686,0.028,30.8714278555965,0.028,46.115735611637,0.078,1.82968650372675,0.078,0.537643194286878,0.078,0.231669510583509,0.078,3.16359115657522,0.078,8.54597552792849,0.078,11.5859504593949,0.078,10.0201950178795,0.078,4.66025290849447,0.078,4.81381157255006
0.029,4.43729093291839,0.029,2.07038650745982,0.029,0.70916374312917,0.029,0.763367373684312,0.029,8.5520803337645,0.029,22.6989177320608,0.029,28.1557257117388,0.029,42.7712200156839,0.079,2.44979640110557,0.079,0.714557453416852,0.079,0.446153932927082,0.079,2.20739877373613,0.079,7.17076214147029,0.079,11.1205261266292,0.079,10.33853860189,0.079,4.7360573086461,0.079,3.95517668455089
0.03,5.65805170981285,0.03,2.94733463078424,0.03,1.68058192043965,0.03,0.380902719310683,0.03,8.13071942526024,0.03,19.0702513823064,0.03,25.7947823191581,0.03,39.7858538081257,0.08,3.62437619595739,0.08,1.06014216583351,0.08,0.35938762702285,0.08,1.97362449632023,0.08,6.58918723799204,0.08,9.23799760566658,0.08,9.57204064362341,0.08,4.54247305069039,0.08,4.30087033472993
0.031,6.85648437087774,0.031,4.02316695392972,0.031,2.98012513370219,0.031,0.0947509053593681,0.031,6.03187015003375,0.031,16.0392899102499,0.031,24.6105897150407,0.031,36.8640586702153,0.081,3.9826691432903,0.081,1.81631952441869,0.081,0.272292428355336,0.081,1.93159594161502,0.081,6.96746664372358,0.081,10.8854342460041,0.081,10.3302567963613,0.081,4.41372628343579,0.081,4.32737750441007
0.032,7.8938886130634,0.032,4.79606652418444,0.032,3.5014784379787,0.032,0.0288875931316687,0.032,4.4429866338777,0.032,14.0108334202652,0.032,23.8526394697018,0.032,35.543727322478,0.082,4.33691843340639,0.082,2.28172405325424,0.082,0.125519125650256,0.082,1.28302781758765,0.082,5.23575109775475,0.082,10.8670553036421,0.082,9.24874851153443,0.082,4.02330221802813,0.082,3.69605096535887
0.033,9.52241720395379,0.033,5.65542498348045,0.033,4.96759542319547,0.033,0.00101989910190933,0.033,3.1865219304481,0.033,11.2392885451996,0.033,21.6425078037524,0.033,31.9177819125587,0.083,4.69470974348977,0.083,2.8269852583557,0.083,0.0620769022944645,0.083,1.24587584789459,0.083,5.35872143672427,0.083,10.914070177234,0.083,8.7278533390272,0.083,3.61956362279235,0.083,3.72197164550777
0.034,11.7883989333359,0.034,7.21774879389328,0.034,6.46333508628188,0.034,0.121856835417819,0.034,2.11766073784033,0.034,9.70993297148605,0.034,20.1527200845032,0.034,28.9390020870626,0.084,5.14004372048555,0.084,3.04284462033196,0.084,0.0126857554878804,0.084,1.07798794273171,0.084,4.24633527693896,0.084,10.2966127827333,0.084,8.5978285590407,0.084,3.35950026392122,0.084,3.46147758731843
0.035,14.0822807175544,0.035,8.52565368555311,0.035,7.73650991577561,0.035,0.377272870811366,0.035,1.52720853711571,0.035,7.63682538046812,0.035,19.0795794330024,0.035,27.5033252926747,0.085,5.93053835110985,0.085,3.85162708626332,0.085,0.000883254533700723,0.085,0.885690300387142,0.085,4.60639586677533,0.085,9.79279338662405,0.085,8.40847198198424,0.085,3.5707709219652,0.085,3.40063928086694
0.036,14.7376101025518,0.036,10.5144346993574,0.036,9.57045035884695,0.036,0.760281389280727,0.036,0.980622588656099,0.036,5.91646870668225,0.036,17.0155107368154,0.036,25.2735507592139,0.086,6.80415731733554,0.086,4.63708861742481,0.086,0.0532235423366298,0.086,0.791989537414222,0.086,3.72877255514762,0.086,10.0573294553761,0.086,8.08249385135945,0.086,3.41209311450429,0.086,3.66155966355133
0.037,15.7634335665332,0.037,13.3950721515416,0.037,11.0028370895148,0.037,1.24148659806406,0.037,0.485661529376211,0.037,5.28439243442685,0.037,15.5164291458995,0.037,23.1073518961883,0.087,7.47022652582083,0.087,4.92780957300178,0.087,0.0915892442428978,0.087,0.508776161848133,0.087,5.28286277715235,0.087,9.45980494900214,0.087,8.14854102158606,0.087,3.32188101522375,0.087,3.43864152810217
0.038,16.5099712077161,0.038,16.4596803286245,0.038,11.8590753480891,0.038,2.31185718641683,0.038,0.209458348334903,0.038,4.35796241588434,0.038,14.4938933367458,0.038,21.2200259704228,0.088,8.20271909227523,0.088,5.66855619632326,0.088,0.280529548547527,0.088,0.467002358872574,0.088,3.064584104434,0.088,9.23147917931602,0.088,8.40641026850654,0.088,3.37264421743348,0.088,3.36970283613848
0.039,18.8897828562591,0.039,19.7674638449901,0.039,14.4204968161305,0.039,3.74691115763903,0.039,0.0388589678574163,0.039,3.63814722593911,0.039,11.5376202973319,0.039,19.2825420346587,0.089,9.17886303042008,0.089,5.99889244921733,0.089,0.353196210852985,0.089,0.0968250600772094,0.089,3.89137673551133,0.089,8.53727976858102,0.089,7.77953142651543,0.089,3.38570772913334,0.089,3.4332900394749
0.04,21.5851875410542,0.04,22.2254164165193,0.04,16.4545575908592,0.04,5.11578983718043,0.04,3.4570492268064e-06,0.04,2.76795942740784,0.04,9.63519176783977,0.04,18.510237441364,0.09,10.7593935328168,0.09,6.40719393792487,0.09,0.443580745836082,0.09,0.181242245909573,0.09,2.21320171778424,0.09,7.85588447731459,0.09,7.57493775180485,0.09,3.0579364718217,0.09,3.45654103623422
0.041,24.0826616853724,0.041,25.0441445231045,0.041,20.0298289526769,0.041,6.95087915830574,0.041,0.0110425316422577,0.041,2.14479218610086,0.041,8.78383740797652,0.041,16.2786475850052,0.091,12.1511544670587,0.091,7.40251809778843,0.091,0.936840162767744,0.091,0.12656909251629,0.091,1.55167344625678,0.091,6.90442203252407,0.091,7.7564687655456,0.091,2.5921881463152,0.091,3.13108419262622
0.042,28.3184069943951,0.042,28.1756863793006,0.042,22.6392053011421,0.042,8.40666230878881,0.042,0.26170552611996,0.042,1.34341653307739,0.042,7.51242771405031,0.042,15.0997623331917,0.092,12.3452070394836,0.092,7.8316830597899,0.092,1.30940818719361,0.092,0.0328673304489407,0.092,1.37612301962722,0.092,7.21806448187535,0.092,7.59133986003042,0.092,2.60562107085281,0.092,3.28514728129874
0.043,31.0888752869201,0.043,32.5330027669366,0.043,23.90904103113,0.043,10.1311924916473,0.043,0.557682800168221,0.043,0.892258801936204,0.043,5.52724907805641,0.043,13.3654649297411,0.093,13.0796273373744,0.093,8.04358801281053,0.093,1.7435606406835,0.093,0.0436600090318431,0.093,3.59282645229423,0.093,6.66066861226467,0.093,7.07759988376188,0.093,2.42209529213547,0.093,3.30612580814955
0.044,35.8519967417003,0.044,35.7010392587866,0.044,26.4149820053891,0.044,11.2321209293199,0.044,0.913223166951227,0.044,0.622781267465426,0.044,4.51627182883313,0.044,10.9464416681913,0.094,14.4434653530143,0.094,8.55648554262705,0.094,1.910901432513,0.094,0.0104401459962035,0.094,0.974252281361448,0.094,7.10953471150265,0.094,6.25541611574476,0.094,2.32352437848002,0.094,3.24129105377008
0.045,37.872135983699,0.045,39.7866188883264,0.045,28.5519393458088,0.045,12.9381780255361,0.045,1.74016760627634,0.045,0.270335298994635,0.045,3.79771327289074,0.045,8.35430070885609,0.095,16.409275628492,0.095,9.69184706502249,0.095,2.35522228960102,0.095,0.00845157421988143,0.095,0.653381479617663,0.095,6.45127752868492,0.095,7.2736953062004,0.095,2.4366668652726,0.095,2.8556719659714
0.046,41.6907156457455,0.046,42.0437384271785,0.046,31.8750278357569,0.046,15.6563906537969,0.046,2.88190692288169,0.046,0.0401949107067403,0.046,3.72918504443828,0.046,7.97674063268729,0.096,17.3868471125388,0.096,10.6900372361219,0.096,2.43336737778329,0.096,0.004528652923099,0.096,0.700008812521137,0.096,5.88221338909736,0.096,7.20962361066904,0.096,2.46286492339919,0.096,2.81038687110057
0.047,43.6442024916721,0.047,44.6936451930324,0.047,34.3200509110843,0.047,16.9714907199933,0.047,3.58976966756995,0.047,0.00019866618567207,0.047,2.63872763088133,0.047,6.84296846880078,0.097,19.9136447613399,0.097,11.2430164310355,0.097,2.83197894199538,0.097,0.0105210133782989,0.097,0.67430034466093,0.097,6.30557657199416,0.097,6.06803130352741,0.097,2.32726000148781,0.097,2.72554645081928
0.048,49.1222418222279,0.048,47.4005080282644,0.048,37.24887855169,0.048,19.1443849171162,0.048,4.33866405134132,0.048,0.0436878464089384,0.048,2.25801903199633,0.048,5.73339420142287,0.098,20.4764388550296,0.098,12.0728366113307,0.098,3.15441724392456,0.098,0.0594391733789303,0.098,1.38296667575776,0.098,5.18338060511199,0.098,7.19387758654322,0.098,2.48034699496762,0.098,2.50614851794095
0.049,51.1675341396433,0.049,51.0875901097065,0.049,40.6375246724017,0.049,21.9248830613432,0.049,5.34539432511936,0.049,0.272218798947783,0.049,1.90036192229319,0.049,4.51090637833467,0.099,22.2274379872332,0.099,13.8010867165857,0.099,3.63264297211205,0.099,0.106429958758803,0.099,0.495381660740669,0.099,5.13527876120301,0.099,5.89431045019838,0.099,2.19285928348526,0.099,2.29214618835065
0.05,57.123426358302,0.05,54.587162605787,0.05,43.1906815771399,0.05,23.4854801492527,0.05,6.1988338479228,0.05,0.58005660627999,0.05,1.3984903215875,0.05,3.54626063065368,0.1,24.0391164712785,0.1,14.4146075241998,0.1,3.68226333759544,0.1,0.271051328145,0.1,0.453131143396751,0.1,5.16923126728123,0.1,5.91689551873725,0.1,2.07340828107296,0.1,2.43630033171238
0.051,60.4099482605052,0.051,58.2460599637387,0.051,46.1364949217049,0.051,25.6801531182799,0.051,8.57822736637457,0.051,1.02669399656103,0.051,0.933008986326447,0.051,2.91131790775785,0.101,25.0272960645175,0.101,14.744908333048,0.101,3.93692572206471,0.101,0.234097138649515,0.101,0.28098746708794,0.101,4.82227227875062,0.101,6.34546843371516,0.101,2.319866157201,0.101,2.17376182054957
0.052,63.6702502656854,0.052,63.3814660680106,0.052,50.9217794549019,0.052,26.7031130725216,0.052,9.96588604918264,0.052,1.46417455401667,0.052,0.420051528479677,0.052,2.35040702061776,0.102,26.5186955690923,0.102,15.1576497687705,0.102,4.01754385493334,0.102,0.296324606483714,0.102,0.723177760991273,0.102,4.64442541267513,0.102,6.25399571242197,0.102,2.23962473825392,0.102,2.11540930150394
0.053,67.0384158906218,0.053,66.7282476254972,0.053,53.4363245171103,0.053,31.2962526685146,0.053,13.0313915854397,0.053,1.72838076588753,0.053,0.115287646497241,0.053,2.1806494398777,0.103,28.1009420463607,0.103,15.7504326488637,0.103,4.79902246738494,0.103,0.379632936947289,0.103,0.0680650240086987,0.103,4.27711354456294,0.103,6.30740120849704,0.103,1.78969074132042,0.103,2.04732872939724
0.054,71.0435826078082,0.054,70.2958812706825,0.054,56.6960635634459,0.054,34.2086906257595,0.054,15.8399018705176,0.054,2.22595444794339,0.054,0.0509237758662517,0.054,1.7489456539735,0.104,29.0148790197679,0.104,16.6484299342986,0.104,5.17441686759989,0.104,0.478996118470468,0.104,0.000222508370819501,0.104,3.56317860568124,0.104,5.93873629585953,0.104,2.06523495906112,0.104,1.6879519773876
0.055,74.236876056897,0.055,74.7580639282632,0.055,61.0699953816215,0.055,38.0847956562577,0.055,18.2748597742772,0.055,2.69698766760014,0.055,1.76811251363456e-05,0.055,1.24125531086266,0.105,29.8674073317698,0.105,17.6167847553142,0.105,6.09315342725922,0.105,0.628615451441688,0.105,0.0975697515167422,0.105,4.09462850682451,0.105,5.40520536268849,0.105,1.96570773161845,0.105,1.57974255402109
0.056,77.759434318215,0.056,80.1920132790887,0.056,64.7643406963765,0.056,43.7345354267843,0.056,19.4755923047741,0.056,3.51927436990777,0.056,0.0198804451502045,0.056,0.981798289893164,0.106,30.848789948768,0.106,18.6333083333471,0.106,6.93433831901561,0.106,0.838190434955177,0.106,0.340838878395557,0.106,3.9022462592351,0.106,5.12891952404406,0.106,1.85894291916061,0.106,1.59233046652144
0.057,80.4561866463214,0.057,85.8708671899255,0.057,70.7831785664318,0.057,49.2118489094383,0.057,20.6879261723819,0.057,4.28534487859991,0.057,0.160297268051509,0.057,0.62372375965301,0.107,33.2610479193327,0.107,19.7091955328121,0.107,7.45392764158513,0.107,0.920325108194294,0.107,0.037360002639584,0.107,3.97006690935198,0.107,5.17131079120575,0.107,1.72614164704769,0.107,1.60537632612663
0.058,84.1391507085614,0.058,90.2726566187982,0.058,74.8482260355619,0.058,53.0454343890773,0.058,21.7920878887318,0.058,5.22341976177586,0.058,0.41086045431465,0.058,0.464781104990831,0.108,34.0284478972063,0.108,20.4247630939645,0.108,8.05130696477834,0.108,1.22391851982614,0.108,0.0589106608163997,0.108,3.5964086311925,0.108,5.18438787292849,0.108,1.24809552224095,0.108,1.3262740859523
0.059,90.8825251811369,0.059,97.5118360088352,0.059,75.7797441178616,0.059,56.979044627726,0.059,23.4938315604462,0.059,5.90662373614177,0.059,0.691691203102539,0.059,0.246972174210204,0.109,35.2936846227163,0.109,21.4454315322294,0.109,8.17682966027928,0.109,2.07568753060489,0.109,0.214138427200947,0.109,3.47527475008447,0.109,4.64918048532957,0.109,1.44767999425066,0.109,1.43668706019128
0.06,96.5741133735522,0.06,104.416214376235,0.06,79.0962927376404,0.06,60.0979844650204,0.06,27.7642401883643,0.06,6.8785602282187,0.06,1.03227199891317,0.06,0.0361037684726712,0.11,36.7649625799081,0.11,22.0583226139966,0.11,9.64024994075618,0.11,1.87490311507951,0.11,0.0126126468642246,0.11,3.17562023839749,0.11,4.45388336507379,0.11,1.35116207660824,0.11,1.39664971781359
0.061,98.511187960494,0.061,110.140037595014,0.061,83.2484006450118,0.061,65.8766688010884,0.061,30.902348786603,0.061,8.6293476653315,0.061,1.33146015406832,0.061,0.00605746358617928,0.111,37.5295390745634,0.111,22.8890020350293,0.111,9.11426671662081,0.111,2.72722166086866,0.111,0.0125845937032266,0.111,2.86044126632079,0.111,4.32941140571943,0.111,1.27138231750746,0.111,1.44926476205711
0.062,103.302367115143,0.062,116.292765334186,0.062,87.9592944783485,0.062,70.505877337961,0.062,32.8584185938268,0.062,9.83491680799661,0.062,1.53886658815275,0.062,0.0214371451145256,0.112,39.2953876243017,0.112,24.0860005890574,0.112,9.86705397235673,0.112,2.89373891611634,0.112,0.113992791056747,0.112,4.26632636013344,0.112,4.18182776489668,0.112,1.22384461085432,0.112,1.18534261670732
0.063,110.006074433895,0.063,122.651906959252,0.063,90.9456672347731,0.063,73.9284242964981,0.063,33.8149535673094,0.063,10.8003308606204,0.063,1.98107005631349,0.063,0.159617281547234,0.113,40.8521116517994,0.113,26.316819577911,0.113,10.5471750465818,0.113,3.4755847883533,0.113,0.0284104779134723,0.113,3.0665879608894,0.113,4.72114659990831,0.113,1.0658884334414,0.113,1.00516859405091
0.064,114.147734612619,0.064,127.45613039511,0.064,94.4885525714097,0.064,77.0639691616906,0.064,36.1602634255167,0.064,11.7058496122519,0.064,2.87824629818843,0.064,0.295909438173739,0.114,41.5846213228182,0.114,26.4133740363982,0.114,11.0930112405067,0.114,4.03414045343774,0.114,0.00522375791535641,0.114,1.81960473952996,0.114,3.75451694419987,0.114,0.999833997305383,0.114,1.07423441807401
0.065,121.337190320953,0.065,130.306832408569,0.065,97.8851627492627,0.065,81.7151919166882,0.065,37.1634316244523,0.065,13.0546949303142,0.065,3.77375521543997,0.065,0.584249698705521,0.115,42.9770354777049,0.115,27.5910830275062,0.115,12.6220392889416,0.115,4.80733562117429,0.115,0.163524283483002,0.115,2.05723414259404,0.115,4.48502405766317,0.115,0.864702576780618,0.115,1.39197813651927
0.066,123.648204954393,0.066,136.340367023493,0.066,105.428942758468,0.066,83.3316598296588,0.066,37.5533132745255,0.066,15.610813178841,0.066,4.46009688391747,0.066,0.997934011856074,0.116,44.7703676944274,0.116,27.7853524144558,0.116,12.4954570845905,0.116,4.99322941045138,0.116,0.0706738734367618,0.116,1.50542013857348,0.116,3.60836142146243,0.116,0.678206359857087,0.116,1.10036544681954
