"grid","nfta10","grid.1","nfta15","grid.2","nfta20","grid.3","nfta25","grid.4","nfta30","grid.5","nfta35","grid.6","nfta40","grid.7","nfta45","grid.8","nfta50","grid.9","nfta55","grid.10","nfta60","grid.11","nfta65","grid.12","nfta70","grid.13","nfta75","grid.14","nfta80","grid.15","nfta85","grid.16","nfta90"
0.017,19.7969657007592,0.017,21.3918422889216,0.017,38.7166129461139,0.017,62.9736050880423,0.017,76.8033849004281,0.017,106.523237320998,0.017,139.53502291167,0.017,174.329984842716,0.067,14.0478040897975,0.067,35.8750800407531,0.067,54.3873233888869,0.067,81.6820038001873,0.067,95.4636560818918,0.067,104.444177101371,0.067,106.802732985279,0.067,90.7076571121685,0.067,41.7156607954806
0.018,18.3348780360185,0.018,19.9370419617004,0.018,36.4576328044169,0.018,59.4780257477357,0.018,74.0128712217369,0.018,98.8219561975843,0.018,130.37877614829,0.018,163.751089559075,0.068,20.003279079082,0.068,34.7510450446087,0.068,53.5943517484638,0.068,80.7270749247334,0.068,94.4104001340476,0.068,99.4219667274667,0.068,106.703259901619,0.068,89.7248478677534,0.068,41.4272688531369
0.019,17.6702182943282,0.019,19.5535669186135,0.019,34.0537697758559,0.019,57.1048254931698,0.019,66.8071435126142,0.019,92.8162974513807,0.019,127.134085312273,0.019,158.395177410175,0.069,14.3295231988237,0.069,34.0847935275031,0.069,47.2499175389297,0.069,76.1430772834483,0.069,92.9471264162738,0.069,100.567405386266,0.069,105.341763688991,0.069,88.5327094908358,0.069,41.1718830480863
0.02,16.4685867932918,0.02,16.957007012158,0.02,31.5725781191328,0.02,52.6961771976974,0.02,63.3772885966738,0.02,86.9921082416007,0.02,121.455498121426,0.02,152.637772284106,0.07,18.0151947370764,0.07,32.9233438846262,0.07,50.4197500950959,0.07,75.85788776868,0.07,83.2064000233322,0.07,95.2596096818651,0.07,102.961013819884,0.07,89.2303356972143,0.07,41.2514694416801
0.021,15.5241534823248,0.021,17.7094742794705,0.021,30.8734203943995,0.021,51.3381194418901,0.021,58.7846773735726,0.021,83.4754820579703,0.021,116.468039157711,0.021,145.568512842262,0.071,16.9432411232348,0.071,31.8393563735095,0.071,44.6919157323067,0.071,72.3225005497526,0.071,89.9152913495296,0.071,94.5640972141538,0.071,103.13821801263,0.071,86.6599212854032,0.071,40.7686279211762
0.022,14.2419517802269,0.022,16.253591893794,0.022,28.6482745013213,0.022,48.2097863463284,0.022,55.1732054971745,0.022,81.3680977200763,0.022,108.089103487332,0.022,138.177823381406,0.072,16.5623978293168,0.072,29.5391417693101,0.072,46.8374881818446,0.072,71.6938620011839,0.072,88.6655319154715,0.072,96.9787780332411,0.072,102.724034748563,0.072,87.147707881652,0.072,41.4102728440931
0.023,13.1536867855189,0.023,15.6921955569282,0.023,27.3453390129827,0.023,45.7146091002934,0.023,49.7677203831306,0.023,79.7504726131862,0.023,102.177835954901,0.023,133.798274852563,0.073,14.9734451246536,0.073,28.5689528288383,0.073,44.7720468171538,0.073,69.7911719228393,0.073,86.7372582107088,0.073,93.423603671635,0.073,101.786068202278,0.073,86.6344153077059,0.073,41.5327191856705
0.024,11.1714611146385,0.024,14.5368622225635,0.024,24.9422594767775,0.024,41.8382759263542,0.024,46.7027122615427,0.024,72.4170607717733,0.024,99.3064725879951,0.024,127.458929594775,0.074,14.1183342694133,0.074,27.708012407003,0.074,42.5609387598221,0.074,67.6212499762785,0.074,85.7945312127943,0.074,89.2163662632192,0.074,99.3656513725674,0.074,86.681735960293,0.074,41.0001015453938
0.025,12.3142348620377,0.025,12.3817043824352,0.025,23.8552445302528,0.025,40.7279025965732,0.025,40.8560112695059,0.025,64.1067699480895,0.025,93.427927450561,0.025,121.40386735261,0.075,13.6460426685753,0.075,26.1271312484635,0.075,41.6037765146471,0.075,67.2126412425406,0.075,83.4214044914861,0.075,91.3757879185972,0.075,91.8316731270218,0.075,86.5881610481561,0.075,41.0638653366526
0.026,10.7895532982401,0.026,11.7672217997805,0.026,21.7868036043964,0.026,36.0191512178464,0.026,36.5810946910523,0.026,58.7089903659312,0.026,90.2477294915162,0.026,118.289373659788,0.076,13.3733755305364,0.076,23.9436327416711,0.076,40.7169815418125,0.076,64.4606926995688,0.076,82.9100998676982,0.076,90.7214403806996,0.076,93.4477547264127,0.076,86.7827156857174,0.076,41.7453571935658
0.027,11.2434630454997,0.027,11.1588169886439,0.027,19.7976441917763,0.027,31.9606457653818,0.027,34.4998166584544,0.027,53.6751577526622,0.027,85.027604341131,0.027,114.157354467894,0.077,12.7199325841918,0.077,23.1943467541269,0.077,39.8104819775598,0.077,63.2707936120195,0.077,81.9186784128788,0.077,89.2060117119808,0.077,95.5658935158481,0.077,89.4193561309892,0.077,41.4792383244888
0.028,11.0912945541363,0.028,10.056193237187,0.028,18.9264544839963,0.028,27.1232583672457,0.028,31.0950140991111,0.028,48.7367263299847,0.028,81.0601836260894,0.028,109.98791702311,0.078,10.5604820874326,0.078,20.6204554481131,0.078,39.9747712882747,0.078,58.5205243194158,0.078,77.8781865933522,0.078,86.7592215965617,0.078,92.2679810085636,0.078,86.5093139037751,0.078,40.3656661292786
0.029,7.19235561618114,0.029,9.37159660242796,0.029,17.1500475293347,0.029,24.1123365800308,0.029,30.1316158170189,0.029,44.9933626738097,0.029,75.979360345929,0.029,103.424720536298,0.079,9.80835735312298,0.079,19.90447596304,0.079,36.4782983297345,0.079,57.0528494547144,0.079,79.1985078306438,0.079,88.4588647778154,0.079,91.7399652357793,0.079,86.6884364461535,0.079,39.1957959400931
0.03,6.27411492076408,0.03,8.82313681609597,0.03,14.6572766574628,0.03,22.6042836874402,0.03,28.9530459494717,0.03,40.9609985088888,0.03,72.1348963676631,0.03,100.417287632006,0.08,8.34255565895632,0.08,17.3805199460757,0.08,33.5721302317258,0.08,55.8698932965797,0.08,77.2424193203203,0.08,85.8482507935206,0.08,93.1739578130261,0.08,89.3072968214925,0.08,39.3987749789338
0.031,8.33469918347982,0.031,7.93844319221315,0.031,14.5634786103982,0.031,19.8757471013111,0.031,26.4777975668832,0.031,37.3333105485555,0.031,69.751265230086,0.031,95.6315177487122,0.081,7.56109303119192,0.081,15.8909189433401,0.081,34.1534592717102,0.081,54.7883771974882,0.081,76.5450854092228,0.081,84.3731452391161,0.081,90.0944463463585,0.081,88.5952832436023,0.081,38.4064795219095
0.032,10.6865100564525,0.032,7.53402301922107,0.032,11.7895139190708,0.032,18.1282905131343,0.032,23.6112178005928,0.032,35.5642075998121,0.032,64.1807224814121,0.032,92.045591025887,0.082,6.75649824095624,0.082,15.5086708828441,0.082,29.4004319750747,0.082,54.3191748002518,0.082,74.6810930991653,0.082,83.4889611047333,0.082,93.1537570146752,0.082,83.8912541264511,0.082,38.7363777166012
0.033,9.95670809577867,0.033,8.06847080610937,0.033,10.7851376770866,0.033,16.3481847268663,0.033,20.1121528545806,0.033,32.9790055719787,0.033,59.9949208441401,0.033,85.2260890668155,0.083,5.75832770442171,0.083,15.0375882170587,0.083,28.7259103443879,0.083,52.1567827647608,0.083,74.1427646529538,0.083,81.1452709065028,0.083,93.0109613427241,0.083,83.6128468657871,0.083,38.808537524731
0.034,9.01965317606548,0.034,6.98617508966761,0.034,9.34901395414983,0.034,14.627118740282,0.034,18.4059769251466,0.034,28.8197209357628,0.034,57.0104008751428,0.034,80.7903282519944,0.084,4.82922276572313,0.084,14.2972987997819,0.084,28.307800290318,0.084,50.9407839819078,0.084,70.3884369334648,0.084,81.7336632735834,0.084,95.1133362623089,0.084,82.6064449895998,0.084,38.6488311052079
0.035,7.86374315751117,0.035,5.85331729581,0.035,7.4421494951071,0.035,11.480787381706,0.035,15.1408664229026,0.035,27.4607557818407,0.035,53.8027649557951,0.035,77.5356663498241,0.085,4.88452826204317,0.085,13.2328463043218,0.085,27.1687220017679,0.085,50.3569116010539,0.085,69.807481650777,0.085,78.7493081342128,0.085,92.7360943677402,0.085,85.1298016348784,0.085,37.3760429942093
0.036,5.87270067990289,0.036,5.20771408528293,0.036,6.3516711436148,0.036,9.80085085871475,0.036,13.3005473087761,0.036,23.2667891842983,0.036,51.9530369367438,0.036,73.3456893287446,0.086,4.6435990651722,0.086,12.1546514801646,0.086,28.7397978198274,0.086,48.5811754346869,0.086,68.6562630973315,0.086,80.089961041838,0.086,87.3802600426706,0.086,82.3471901708844,0.086,37.4496738265613
0.037,3.57051999388755,0.037,4.40655229978233,0.037,5.75958046562479,0.037,7.20151194021329,0.037,11.5481000243777,0.037,21.5533680409773,0.037,50.8817398870972,0.037,70.3306343898614,0.087,4.01857321535669,0.087,12.7394846749236,0.087,27.5527467414117,0.087,44.7508413131991,0.087,69.4294017510686,0.087,78.295246352164,0.087,88.9687433323874,0.087,84.4990944446883,0.087,37.5172722909358
0.038,5.66327885624238,0.038,4.19301068515469,0.038,4.80423555811594,0.038,5.85493429758829,0.038,9.60409618391953,0.038,19.2730713631342,0.038,47.119110455743,0.038,67.1704160703109,0.088,3.33546996965416,0.088,12.0185577593925,0.088,25.1280781924716,0.088,43.7712129276831,0.088,65.8706103255684,0.088,78.0279273393335,0.088,85.0609488111147,0.088,82.4774111274487,0.088,37.3497052116866
0.039,5.8849366095796,0.039,3.62407840563787,0.039,3.76883334734817,0.039,4.05248409054462,0.039,8.29614714449379,0.039,16.9003239899519,0.039,44.5817672674737,0.039,62.4465387738859,0.089,2.44655472378448,0.089,13.4753403337215,0.089,24.0320967238109,0.089,43.067325178079,0.089,66.2322205850576,0.089,75.8345430253747,0.089,89.2226642479747,0.089,78.8270166019268,0.089,37.2824949801056
0.04,5.2626549061011,0.04,2.4142599541471,0.04,3.44212975673067,0.04,3.52378995909631,0.04,6.98492897957621,0.04,15.5266915938916,0.04,41.344304114305,0.04,59.0320098315176,0.09,1.82613007238603,0.09,13.0696577417815,0.09,23.2723658000462,0.09,42.3415407676434,0.09,64.5153802746235,0.09,76.6673423456043,0.09,86.1546222857065,0.09,78.4097069999269,0.09,36.7357010270569
0.041,5.03436232441599,0.041,1.88014370748568,0.041,2.23262042355889,0.041,2.21930118673488,0.041,5.84050903058035,0.041,14.3495486029123,0.041,37.9741154537272,0.041,54.6021646891343,0.091,1.81822504498456,0.091,9.79585382880467,0.091,21.4404326607325,0.091,41.3004485729024,0.091,62.858518370535,0.091,72.7686770328538,0.091,86.3310691491015,0.091,79.0589954280629,0.091,36.2647026248696
0.042,4.43811246008712,0.042,1.31879760840336,0.042,1.4099622463675,0.042,1.9677737524031,0.042,4.42369989411945,0.042,13.3697706434941,0.042,36.0297054049647,0.042,52.1695329860356,0.092,1.37329272784022,0.092,9.0223626271683,0.092,18.3516451112782,0.092,41.0651181064923,0.092,63.3682030371883,0.092,72.8342248218121,0.092,86.8524969740817,0.092,77.8179937858423,0.092,35.3372276514667
0.043,3.99277176780068,0.043,0.815665012999942,0.043,0.927653164790043,0.043,1.62389540696727,0.043,3.18844836464665,0.043,11.5359341257151,0.043,32.8509278285247,0.043,49.0894505561392,0.093,1.25815416180938,0.093,8.57775122709955,0.093,18.3115732624548,0.093,38.6228520961747,0.093,61.5962867065731,0.093,71.5534751194584,0.093,87.9882674783155,0.093,80.2769521506798,0.093,35.4246312144914
0.044,3.59701328936276,0.044,0.439303693427433,0.044,0.594117662749554,0.044,1.14794020503619,0.044,2.583231866923,0.044,9.91276028609468,0.044,28.5745872029405,0.044,46.7263558428681,0.094,0.956703290535522,0.094,8.49861218381806,0.094,17.8860018358236,0.094,37.7492736396235,0.094,63.5450647664884,0.094,70.087339949015,0.094,86.2932715530863,0.094,76.0502426912063,0.094,35.8245076969257
0.045,2.57426281375192,0.045,0.309150923469184,0.045,0.213616855251413,0.045,0.649645598582002,0.045,1.67125586892068,0.045,8.88935083437553,0.045,25.7299816649201,0.045,45.1782645712559,0.095,0.60222457359032,0.095,7.49521968841886,0.095,20.4546413383054,0.095,35.5793377667259,0.095,61.8301339348391,0.095,70.712098550623,0.095,82.2716588090999,0.095,76.2026384873479,0.095,35.8937861069117
0.046,0.814753873005203,0.046,0.184612226982338,0.046,0.031047274356471,0.046,0.228501650239651,0.046,0.619631819833717,0.046,8.43906562652179,0.046,23.3396038639224,0.046,43.153618960923,0.096,0.670688152628515,0.096,7.03399895307747,0.096,18.3202933192528,0.096,36.7118601425769,0.096,55.5980108559504,0.096,69.6775431642964,0.096,82.4250487929364,0.096,76.8674536863098,0.096,35.1205436273625
0.047,1.46367855794311,0.047,0.0960520687310829,0.047,0.00140138201271433,0.047,0.050554062987493,0.047,0.311382286851046,0.047,6.16226139905334,0.047,20.9716014269311,0.047,40.0703633660405,0.097,0.656077078695083,0.097,6.56558317662478,0.097,18.400501484089,0.097,34.5124955501472,0.097,55.555294029946,0.097,69.6347616874484,0.097,86.4591167078715,0.097,76.6312329596505,0.097,34.8760282297052
0.048,0.949297179735049,0.048,0.00085524632650907,0.048,0.0485327745048916,0.048,0.00444084793562663,0.048,0.21978773582061,0.048,5.130492452245,0.048,18.3480829077026,0.048,37.6286302518053,0.098,0.428821093119368,0.098,5.3012152464158,0.098,11.9726893457243,0.098,34.5502482564062,0.098,54.8651875646459,0.098,68.3741138139107,0.098,73.8381297759072,0.098,76.7797883062546,0.098,34.9337558955607
0.049,0.679280560026553,0.049,0.000777265404994395,0.049,0.120489155094455,0.049,0.00426355159998832,0.049,0.0361100270345937,0.049,4.07603692455258,0.049,16.9611270201536,0.049,33.991975184164,0.099,0.0897987441338856,0.099,4.57375450320129,0.099,14.1485396432813,0.099,32.9977346553563,0.099,53.3634653053748,0.099,68.0087584353333,0.099,75.9147705015048,0.099,76.4714043523788,0.099,33.6759043091169
0.05,1.23111886072189,0.05,0.04231852237121,0.05,0.387776563252482,0.05,0.048805286031278,0.05,9.97584602387182e-05,0.05,2.95561153152158,0.05,16.1282966450189,0.05,30.946453303128,0.1,0.145796430383599,0.1,4.12789780279115,0.1,13.7031112828527,0.1,32.2147273972702,0.1,55.0225685226476,0.1,65.6735601953001,0.1,84.1414634907701,0.1,73.8327925285864,0.1,34.8879815239835
0.051,0.279647061909373,0.051,0.107520438541254,0.051,1.05665662368448,0.051,0.32479712496446,0.051,0.071378651636218,0.051,2.09248076248995,0.051,15.3383096631688,0.051,28.4287274650121,0.101,0.00630265610974963,0.101,4.21304643965283,0.101,10.9935667804496,0.101,30.7622114931073,0.101,53.5977620456961,0.101,64.7741546168621,0.101,80.091923415824,0.101,74.2537045739637,0.101,33.3832553590861
0.052,0.0287662731430708,0.052,0.378851278755315,0.052,1.51526717907797,0.052,0.765808502755737,0.052,0.301548087617607,0.052,1.18559049730766,0.052,14.6821305559404,0.052,27.7785794363286,0.102,0.0176582737100272,0.102,3.57630764606591,0.102,13.3816477638542,0.102,30.6056977981886,0.102,51.8669407197459,0.102,64.3326539934403,0.102,79.4169056454123,0.102,74.1498373042232,0.102,33.937079890261
0.053,0.0653602904666507,0.053,0.591109451049116,0.053,2.26346278714178,0.053,1.00684483590334,0.053,0.49289198390018,0.053,0.713620479941143,0.053,13.45585409306,0.053,25.4134140028164,0.103,0.0649607873726599,0.103,3.31483811673183,0.103,11.7023535065043,0.103,30.8191607438646,0.103,51.6409958142242,0.103,61.7571837123397,0.103,79.7565965877031,0.103,72.4319926438053,0.103,33.1737603103676
0.054,0.0264290753026777,0.054,0.976330442391997,0.054,2.72840936486494,0.054,1.56362318830545,0.054,0.68714258783897,0.054,0.425552567952758,0.054,11.8363967433539,0.054,23.7515542464266,0.104,0.00452452035939807,0.104,2.74200087918789,0.104,10.2661213987836,0.104,27.6527908889361,0.104,49.0101458366672,0.104,60.0685606355324,0.104,79.8987299229861,0.104,71.7168915927915,0.104,33.2391162858058
0.055,0.00217300032410377,0.055,1.07483865623983,0.055,3.44930441398775,0.055,2.21491995191158,0.055,0.986208159160635,0.055,0.189798494007334,0.055,10.0768280847267,0.055,21.7469330902786,0.105,0.0320395729064494,0.105,2.05998510818867,0.105,11.4598210915379,0.105,27.2400293998844,0.105,48.8399337645842,0.105,57.7046029281303,0.105,78.4266021359256,0.105,71.81507848711,0.105,33.3032175810155
0.056,0.00810608875807955,0.056,1.39763891869606,0.056,5.02323056794197,0.056,2.99733421440604,0.056,1.78615865676369,0.056,0.0298062641576144,0.056,8.73181570664132,0.056,20.5718338244828,0.106,0.165321264620144,0.106,1.8242663661875,0.106,10.7451083537213,0.106,26.1777900105427,0.106,48.7181675600265,0.106,58.5198180662912,0.106,77.3372291771431,0.106,70.3742619044744,0.106,33.0406748596547
0.057,0.105645485613569,0.057,1.77353416572132,0.057,6.0606710813681,0.057,4.10473618792366,0.057,2.1073301977863,0.057,0.00307514194572396,0.057,7.54404110956514,0.057,20.5783451959704,0.107,0.225147569025481,0.107,1.7646361056313,0.107,8.13768361084806,0.107,26.5836386400666,0.107,49.4212121504302,0.107,55.1546106597211,0.107,77.0754315029231,0.107,71.2469593998412,0.107,33.0882712048275
0.058,0.222271350428374,0.058,2.97293355395935,0.058,7.4683426275725,0.058,5.10300365634595,0.058,3.1587311136318,0.058,2.31001407662658e-08,0.058,6.75277313983352,0.058,19.5357587907928,0.108,0.454591304504142,0.108,1.5226229354386,0.108,8.2135264528502,0.108,26.8436392233873,0.108,45.3771270611568,0.108,55.996819445188,0.108,81.4618391901465,0.108,68.84519088574,0.108,32.0496170812782
0.059,0.201315722512589,0.059,2.44022859619657,0.059,9.59728169985186,0.059,8.61144072685304,0.059,3.51201925875565,0.059,0.0418025068257128,0.059,5.86272956277241,0.059,17.9740639886147,0.109,0.672796423329258,0.109,1.70634005643812,0.109,8.58704914026997,0.109,27.1130725378866,0.109,45.481243293007,0.109,50.7505491294663,0.109,80.06072524454,0.109,68.8085206175166,0.109,32.109605565956
0.06,0.455385164888108,0.06,3.18068876855703,0.06,11.3103911909472,0.06,8.51319703140392,0.06,4.01777709171265,0.06,0.155853124778628,0.06,6.04803820255004,0.06,16.01372390184,0.11,0.944847638671486,0.11,1.09856250927121,0.11,9.07025902918291,0.11,25.0316707060079,0.11,45.7256237095519,0.11,48.7550657708991,0.11,76.812088278247,0.11,69.6671072471706,0.11,30.2555776951186
0.061,0.603070341229551,0.061,3.73060726813643,0.061,14.379684098284,0.061,9.40662669490582,0.061,4.76040216477659,0.061,0.342649532667431,0.061,5.28956171168113,0.061,15.3671645232966,0.111,1.16877511246134,0.111,0.948449911803729,0.111,7.51495610564507,0.111,22.6219417565971,0.111,43.1918136506117,0.111,53.0003277378345,0.111,78.4261484479602,0.111,68.1626431312703,0.111,30.3271397406204
0.062,1.26021305333766,0.062,4.82320647777515,0.062,13.7231539209239,0.062,10.6242937752946,0.062,5.39788348001374,0.062,0.597994518761721,0.062,4.60855328693496,0.062,14.299588188285,0.112,1.39827179070541,0.112,0.855577416372112,0.112,5.91386340818805,0.112,21.1295261132436,0.112,41.9587877867444,0.112,52.8833279282106,0.112,76.7516438744886,0.112,67.1772265583792,0.112,31.2651389470192
0.063,1.46928549905853,0.063,5.29759894398879,0.063,15.41390375867,0.063,11.5598214752318,0.063,5.97102555721638,0.063,0.95398528633268,0.063,3.5963039015122,0.063,14.3105461965953,0.113,1.71280896974592,0.113,0.707955010152808,0.113,5.86805711997979,0.113,22.068001970252,0.113,40.3378965371066,0.113,52.5435990893175,0.113,76.6998384063539,0.113,68.6193888786272,0.113,30.4476356547976
0.064,1.70369188322957,0.064,6.39601405632443,0.064,18.9302471407878,0.064,13.3822581219186,0.064,6.61228628223979,0.064,1.20029600479245,0.064,3.02374768437207,0.064,12.3812790089404,0.114,1.96289738681387,0.114,0.547226411884709,0.114,5.71124470513873,0.114,21.2771716067079,0.114,38.172601306898,0.114,51.890155333387,0.114,72.4950205518709,0.114,67.9990250727294,0.114,45.0760472664188
0.065,1.70262919966164,0.065,7.47732857607373,0.065,19.507322555212,0.065,15.7760423359749,0.065,7.49278755161885,0.065,1.2304801192374,0.065,2.70239239326184,0.065,11.8323577727108,0.115,2.32166911438949,0.115,0.329114420533515,0.115,4.66180085685098,0.115,20.6554657838383,0.115,38.2618643294135,0.115,52.3265981608489,0.115,75.9984479223942,0.115,67.2132536889328,0.115,43.5723956325405
0.066,1.6403303220159,0.066,9.32158161054288,0.066,22.1142266040732,0.066,17.612534587996,0.066,8.30091097772928,0.066,2.1905457467976,0.066,2.23948460451819,0.066,10.9374110324992,0.116,2.43176590159665,0.116,0.187084602182833,0.116,5.2346026766209,0.116,20.8837169818077,0.116,37.5863000251819,0.116,49.1413820733442,0.116,74.3488533285714,0.116,65.7539254205103,0.116,29.0930388039333
0.067,2.38664252823428,0.067,10.221221064071,0.067,24.2142273161817,0.067,18.9966078596926,0.067,8.34948965105812,0.067,2.97348889985822,0.067,1.68052081571703,0.067,9.49932935429433,0.117,2.43817373040359,0.117,0.0776889524081795,0.117,4.77154482824412,0.117,18.8283159569456,0.117,39.3815869948491,0.117,50.9472743622584,0.117,75.0254709479299,0.117,66.2175110515029,0.117,28.4631466742154
