"grid","q10","q15","q20","q25","q30","q35","q40","q45","q50","q55","q60","q65","q70","q75","q80","q85","q90"
0.01,5.83083951418243,23.7740249162923,34.2820498438891,54.9060036363806,72.4661792398101,93.2724244055517,111.078219151416,133.628455591929,137.26228199615,144.842420975823,128.631089011481,121.623355153542,105.224644760434,78.2124468834798,49.4882456055555,35.5341702918671,15.6220024821752
0.011,4.99980272466687,22.8398777866331,30.6228516316957,50.0615925113693,65.4587949733577,86.8412316867153,101.963814953057,129.689118908194,129.356787172526,135.448342007366,123.662950010088,120.021719823934,103.624664013243,75.8932231002968,49.5874308639525,35.8682907406892,14.7507315275788
0.012,4.57872953447492,20.9687009984188,26.8094647168145,49.2619329538395,62.2049067287321,77.8678452327912,95.1794722979385,123.356082868679,125.447409562793,128.568297552804,121.322697194051,114.919917497195,100.757523525189,73.6227854095426,49.2605112449883,35.8550010413997,14.8061040691692
0.013,3.68393897338755,19.7245562591471,24.6557627263654,46.1080820330843,54.2077351463136,73.9815406705815,91.6742815721794,118.774975969226,119.275178193309,123.308680257518,115.220241979089,113.27234530944,100.521748506327,71.1411864824701,47.9627104924746,34.9355590536954,15.4154437183187
0.014,3.11574637071459,16.2189180033104,22.1222216790741,41.5660451508604,48.8698537134675,68.3245413312731,90.0684236259566,112.145413284741,116.761388227781,116.778072733395,116.114480253077,105.489570936566,99.1286939077014,65.5504499633414,46.8534265462155,35.8213143286512,13.6987616789406
0.015,2.11249717805737,13.0171579857782,19.2113781619651,37.6920803942701,44.9452345034204,64.1568770404247,84.8737087903843,110.286705591927,112.335879647679,112.551127766772,108.524546626387,102.643115355323,96.3308691676411,63.3284824289722,46.3983662496475,34.6364747178855,13.8758466186382
0.016,1.44832185523055,11.5259695505949,16.7952408482661,31.8116524378623,41.926190465954,60.8861436173936,80.7746973582996,104.499652618741,107.759652445205,108.389454999526,107.099887802348,102.207119235152,92.182789647482,62.6077751365945,45.4237149948676,33.702941779121,13.6529784322486
0.017,1.01391894328496,10.5130141692475,12.5903126577802,25.7602383126509,39.1816244910852,53.3709085531163,75.586770759872,100.112529181644,103.679627342905,103.315049572012,102.822247564614,98.0787309227607,89.0768659757336,60.0616476514869,44.3285910416887,32.6461136908395,13.5651334091573
0.018,0.855354014759592,8.69653946228221,9.38349963083746,22.6150881613162,35.1705576687053,49.4219048959974,72.5641915161424,94.8064757918864,96.2566443276501,99.0792058798197,99.866040297913,92.1239511079512,86.284013058444,59.5607720625824,43.6553315118411,31.8467810239624,12.3769701016916
0.019,0.431896385911073,6.022938456363,7.90755291267353,17.9688987383472,30.8445120995184,46.2934831821715,68.2861846123135,89.6493293682957,90.383175493962,95.3848597324092,96.4071714735283,88.0064229913669,84.9904788280858,59.2735024886505,43.1268016946027,32.4517886236184,13.5397515680387
0.02,0.287335956207133,4.86535108223748,7.29199362523767,15.3344474101911,28.0858052421645,42.5805722419008,63.7288307774113,81.4468681798471,88.1347502514768,90.2228096079753,94.9773060417017,83.6610133074085,83.7447038236231,58.5001294031103,41.4357563103763,29.7023303863233,11.3621007379463
0.021,0.0449075040821839,3.46987879286478,5.14223681492504,12.5959955106788,25.2853634727034,38.5108083006871,60.5473378577862,77.4194926907762,84.1848557609522,87.7521806213836,90.1814668959919,81.9738342160511,81.9558386793633,57.9602552000737,40.3242251118386,29.7941702428452,13.636528803493
0.022,0.0165204226044918,2.53650000673935,3.62948030017381,10.1633933724959,24.0163583606138,35.8673526663366,54.6478594565254,74.8447599843313,80.3010426586239,83.4661349133412,89.7081813089668,80.8623551924313,79.8636864284902,55.3626577808836,39.4546592475958,28.7345800576123,12.9120852090287
0.023,0.0756855569138108,1.6153924767782,2.03892922068012,8.2300022652424,20.8746631481126,34.0238575638106,50.0138720796986,67.0999273183253,76.1837824934051,80.887852645976,86.4090782398629,80.8867299831059,73.3806017239822,53.7820064036184,40.6324280225423,28.8247341319408,13.0550769228148
0.024,0.301224820965392,0.569823514872295,1.14580337084722,7.06171314760875,18.0487261116902,29.3720870101106,45.9488398718995,64.9292999954449,71.4020254138072,75.1373062148324,84.0811430745686,73.7189860375346,73.6202925732476,53.3372830775442,38.8479890942404,28.0995464763836,11.0255050790648
0.025,0.906485160929089,0.217401963433829,0.587563899912811,5.81922745428438,15.9256900207766,24.7758966220092,43.8702285255858,62.9665788301422,69.9623298544277,71.9936758897051,80.6751435565183,75.4363853238672,72.8911672680073,52.123645823752,36.0288065546908,28.7839740407947,12.5077388562509
0.026,1.55324809373772,0.0512459504818034,0.189578605722207,3.65991492966964,14.4104609152821,21.9014405134169,40.5817641175893,55.3143322595722,66.5170159684283,69.3394860102723,74.3869056351234,70.9977302612442,69.6106215369735,50.3037271830199,35.7411069936153,27.078720361742,11.7718914461377
0.027,1.94293697323376,0.00612857289342897,0.00605145410378243,2.14488655057265,11.9649962076133,18.4074854526748,37.9815611873663,50.4004507177241,63.8950376709988,64.5349847375351,72.5903941388022,68.8342962455356,69.971563401024,49.0634879653223,35.4207039593562,26.3690149417892,10.5342078440011
0.028,3.01506283992548,0.141710848640629,0.00549710815378108,1.35929569944545,9.81887026643798,16.5166022272136,33.3384232996971,48.6996121522856,58.4084510658061,61.3991120634878,70.5480949094101,68.7731305670501,67.3417708790928,48.2276296326598,35.3803514335405,26.3629150284843,12.4575488663549
0.029,3.49514662714232,0.495439598824614,0.290953962238825,0.605824745927478,7.3338739576619,15.6137187409333,31.7583532724738,47.0842256500026,54.7948870976635,57.5429108327712,66.6162517563226,65.5033204189127,64.9462507287203,46.1669661553553,34.4758368415365,26.168514908797,12.4037419705677
0.03,4.3601496683962,0.710273188004833,0.60282899155521,0.12770561773299,6.06201559075531,13.4638384378106,28.8568169300339,43.0336815123378,53.6021616898004,56.5578744650866,64.6986435140058,60.6602561901202,60.092671222847,46.4739723634347,34.4345518880791,25.4091849965671,11.019177928849
0.031,4.70689118608516,1.94518958494688,1.33100505827475,0.00183215270658431,5.08285339276324,10.942417766181,26.1260914765,40.192586468863,49.7633701170816,52.4722945269165,60.5252496795557,61.0209819212343,58.281169644412,44.846782854864,33.4805922552889,24.4811134700778,9.88011669483417
0.032,6.30543475957217,2.55731443812254,2.22005723373643,0.24607554824019,3.81202577715008,9.91697676877373,23.6934633620479,39.0784288233065,45.5727546485943,51.46927622383,57.4728427407973,60.1723432773484,58.8700417110183,42.3974329670861,32.4383800418425,25.7471260282364,12.1839064633934
0.033,6.77574951370701,3.80246246854755,3.25039240374184,0.483541563333582,3.41349535295383,9.16247912396488,21.0754947899171,36.6567193757972,42.3563363603467,51.2499321855309,53.5174991543816,54.2458443411998,54.2202705798483,42.620603790895,31.4889992040727,24.0858450485197,9.76274116255661
0.034,7.58500208257822,4.86129868402425,5.31819823162053,0.759341207473791,2.41225652010448,7.59455538017564,19.6910755917695,34.653652560266,40.397142121785,50.7822494806813,51.2727448693595,50.881662158754,52.1948972675087,40.7890732518383,31.54187935544,23.0935235169411,9.85591279433955
0.035,8.84889623193706,6.80554452024893,6.22347366008111,1.21384729531552,1.90541512783431,6.4574728774492,17.4574898850797,30.721801330076,37.8138642990944,48.335634783495,48.643489593131,51.9960692917415,50.4179301105921,40.2672312712432,30.6298238376556,23.5892542246342,9.83215231300934
0.036,11.8663924058541,8.79607924254455,6.7880400394657,2.05673200902995,1.27515268054457,4.78449631055671,14.9296788451867,28.8999241155109,34.9298339604371,44.6840899891878,46.2819226128422,44.4082544858743,50.5476760065546,38.429156054778,30.418097464814,23.665553043335,11.3220801598202
0.037,13.4573470119213,10.497251779687,8.28018468929473,2.48138892656987,0.683904629258234,3.81113472113598,12.840989584245,26.9208418514423,33.4170959512981,40.2357654996212,44.9207735763353,46.112249537844,49.6994325261393,38.4585123282815,29.8430137618893,23.6229339233927,10.8536461986053
0.038,14.152574617503,12.6441134621975,9.54282112325299,3.49075765372865,0.375247377834423,2.89920389034926,11.701222366842,24.7455476760928,31.6298113781033,39.3580767896257,42.859000825117,42.4552539540554,47.9981052335129,38.6374584546082,28.6088337575121,22.5666875658539,10.6936918835742
0.039,15.5241971421645,16.704805150641,11.8784504758847,4.42939862682326,0.165982466108774,2.22920700545701,10.2368135293626,22.8707372228566,29.8062260447803,37.5262216480978,42.3923805167075,37.2558857867971,43.0251429086755,36.3118551753982,29.6226155099614,22.6389351590593,8.75504506544485
0.04,18.1692015943456,18.5879943229972,14.4716748637917,6.17663579847746,0.0186890017338924,1.6169983880862,8.88201366548609,19.948814831263,26.6186313472587,34.1906832460876,40.3260925548312,38.047209778352,46.7525057395783,35.0164703761175,28.3320793025704,22.3157856707014,6.47781230308055
0.041,19.9982267669268,20.0119960644233,17.017892064165,6.93132080383524,0.0122838806476594,1.18258576559463,7.92688870213072,18.4444611998836,23.5474213156995,31.5260639006607,36.044410504685,37.1598968985446,38.681563502068,34.3329774414907,27.5454339959874,22.1909165407293,11.602512384416
0.042,22.1904224905998,23.070583518077,19.3620474956774,7.83239224574079,0.15761270135775,0.737962279885207,6.67256633187526,17.1633602519068,20.6352480386075,29.4251739090843,33.6384213176857,34.4392660767874,39.2484923678351,34.4953445078213,26.3509609722969,22.2611842660512,7.84538900250959
0.043,25.5739119206905,27.95695754058,22.1294191740846,9.21541847330028,0.60528729800434,0.415330304005699,4.72299956588358,15.3641699006658,20.8442057396254,27.0922679173182,33.7424795955349,31.2312206470117,36.2186558060404,33.3073125891292,27.4167605906835,20.4266327688481,8.51779988009185
0.044,28.6504374646376,30.7761727473507,25.2367840338255,10.3256276039626,1.0192153635061,0.173898172965761,4.03008622386166,12.8619033077759,18.9783352987601,24.3855499916751,32.7542692793416,30.2635817550401,36.7897366247832,32.3596520099582,27.0765253124725,20.7672302610267,10.9425994440873
0.045,30.194312998837,33.8610876522389,27.6919797014669,11.9807221542218,1.46294922692675,4.45438723345491e-05,2.3062108556713,11.2408072727586,16.7961691759031,22.4883471285096,30.8112020405431,28.9112959709152,36.2204013992776,31.5162005582875,26.7982982314786,21.0757209445216,10.5147822699083
0.046,31.8378749562922,37.8818227574956,30.1002422025223,14.6000186132231,2.06353879705232,0.155373631225178,1.55879205938323,10.5492692257455,15.6068088669311,20.6215278141445,29.0683339015495,27.9628992964581,35.5472063976075,31.1274707400475,25.9369051273426,20.7687037914447,9.71796268808102
0.047,35.0288739951066,42.5423875789157,31.4511580970046,16.4352197477076,2.91539404686945,0.49674951926929,1.23249031265746,9.93699923178065,13.4557481903202,19.3992287693411,28.8587563189596,26.4663517601317,32.3216841163074,30.7698841674466,25.9720768445414,20.793448026907,8.84653958782302
0.048,37.5603956679387,45.8796853961531,34.0770493029688,18.3333737484302,3.91517295810913,0.65913220032964,0.657005454299009,8.25842856651925,12.54749658143,17.5089137443207,26.9202193328659,25.6444086858244,30.3879640228805,30.4598816193903,26.3708087071283,20.7715626722212,8.99739732379727
0.049,39.6330884388891,49.7428521122393,36.0580988461921,20.0553334357812,5.02856996770417,1.06836637329784,0.316933296263582,6.80364908424768,11.0780358228867,16.9922566435954,25.5516158452843,24.455890513162,30.706607485481,30.1521470479297,26.3714892239314,20.1295744004731,9.6275797305589
0.05,44.9661896660479,53.5272698660551,38.7775276272991,23.0852567487535,6.66784552532076,1.72401273095407,0.219783355777452,5.69713671071485,10.2047406927598,16.1270906180662,25.0212782759953,23.0243367176282,29.9256733351296,29.5562594496861,23.6180859208618,19.0035131501879,4.28681357399311
0.051,49.7944704659591,57.6555525796878,39.7959332043752,24.2571354025587,8.72189153582323,3.15631136088361,0.0747712254616991,4.35746929121269,8.97394559823855,15.4791861898746,21.740174197325,24.0423803100012,28.3136278336543,27.681227952674,23.3165336296433,18.5247603606752,6.02457683904944
0.052,55.2388465735856,65.9658524036494,44.4877342817572,28.1521809272082,10.034130705668,4.26191007607183,0.00145823909539439,3.4629305433688,7.70518804858459,14.0630814544367,20.0170768469703,20.3151086793771,26.3457925843432,27.0630365205103,24.7975795267327,18.5960989091353,9.86049910101661
0.053,56.8691792379985,67.8578621167974,47.3669637475949,29.8186680542165,11.4132882946416,4.81150354832051,0.070135982572745,2.67133023440416,6.69320858718854,12.4310897874397,19.4840382518721,19.2627514561112,26.3371302812214,25.2817785768704,24.3610553733797,17.6392021048328,9.70321884113293
0.054,61.9111990025672,72.1654611862008,51.6756212205363,33.0657095900542,13.1073390558292,6.02702952161335,0.131229317817255,2.36807518945472,5.33339481464628,11.9612009269732,17.5337657321667,19.1579998349145,25.4688186762346,25.7338018773369,23.6192016302105,17.6475407643459,9.40350135582402
0.055,66.1459358437538,77.9350421264359,52.4240849756136,36.3169277427974,13.4639740510167,7.45290341655129,0.309244234468817,1.61841809972785,4.59228683038124,11.0394770546913,16.4510356619698,17.5178967458527,23.4424444895114,23.997694591015,23.2698862086896,17.7762246009679,9.25596141695845
0.056,70.3666158582676,83.7264510318809,55.2537921936753,41.0841965967347,15.8673183875287,8.22672687875675,0.616095774557728,1.28079297879607,4.45181030993192,10.2103217046793,15.4223896194058,17.2506923036978,23.6584271530537,23.6350345788272,22.6638828478914,17.2441723035981,8.1792740261136
0.057,73.8227222098183,90.0479630877628,58.4124798937392,42.9927357949338,18.2859971273017,8.92756896762332,0.965863627438599,0.85565049645759,4.13685565096287,8.64764486102199,14.8225763924941,15.897142550232,20.5127469318074,23.2798467769015,21.3728161440216,17.025909946935,5.11071482742839
0.058,77.4847258186533,96.0643102827611,61.2350679298511,47.8623232907987,20.7341811822462,10.2620433525286,1.24933041390003,0.564377969386759,3.57479142318006,7.95581096795472,13.3838230971197,15.5841524163942,19.1959988472851,20.9712824971275,20.918318446988,16.720522455136,3.33242116992161
0.059,80.7080750658196,100.727545480434,66.4657363574214,50.361553107006,22.5062013368006,11.1786713102709,1.58426901896291,0.360105537417293,2.80213234996652,7.65239459822396,12.0708214018304,14.6252780960047,18.4274593058577,19.8751134686689,19.8925448785463,16.2145170784628,6.8506166655886
0.06,84.9119754344474,103.519335144697,72.2996746054565,53.2229728298004,24.2599722269895,12.719036040984,2.3480984430705,0.0913568912006518,2.33089638047846,6.86081328353789,10.8652105141766,12.4363652782951,17.7499116083579,18.0851868003461,18.8577585556831,16.0349012294137,3.09476924635629
0.061,88.5179559726097,110.40238389283,78.847614308807,55.7460212546723,26.9451872945229,13.7501365166246,3.37868591209884,0.0237278894115285,1.61870015080394,6.19899444047759,10.3827004911016,13.9775339468606,15.9186244249826,18.8999205369327,19.6574834864028,16.4067701209842,4.28574104309623
0.062,95.162112483767,116.656063275744,84.8704470701089,59.9093238968543,28.7263312708623,14.8728978697599,4.51290135888689,2.97795957182582e-05,1.09543245409101,5.62772448378828,10.4676411918608,12.460305752849,15.4780633464517,17.5953540281246,19.06702436836,15.7271697733515,4.20051539269261
0.063,99.9769281980695,122.926875293807,90.0898902576219,60.970042281546,30.9042920070363,15.2160845574248,5.18852477503155,0.00452551998506153,0.841140207085172,5.62503125468118,9.0065049728823,11.9890818846679,15.6317895582649,18.1271753250022,17.5104043015629,15.6429851038103,4.26829348602346
0.064,104.568739638677,129.588426596759,95.4627650977776,63.3627430706771,34.0780307133251,16.6194863224435,5.69117961297776,0.096868030498446,0.585662159824319,5.46837338525612,8.0430164950682,10.5789732313716,12.9925807006033,16.9677209957302,17.3689645062771,15.3736131759794,4.09913648978744
0.065,108.725809369915,137.730882170311,104.395358977517,67.1524795480716,34.9155831012732,18.7547013139633,7.47017039986531,0.192041644725897,0.435854905794767,5.09889154954004,6.42154223306394,10.8642944904067,11.9643156070374,17.9415073791534,16.2300020610272,16.7655872857201,2.81124133860263
0.066,109.736565418894,140.365898996635,107.892580456175,70.2028628413713,36.2812510209569,20.0123551556326,8.77466714590959,0.488227913241106,0.215784861899841,4.40543897470708,5.51875928076656,10.4961667571635,11.7406063702643,17.4798101032094,16.3480151418533,15.5551397456893,4.06848693831711
0.067,115.456523491762,143.906299158184,114.987172189875,73.7169842190778,38.7849399073056,22.0256901726994,10.7736110696505,0.694030625192393,0.0963589081458391,3.56663374548487,5.0211688731095,8.63255663643629,11.0668212649672,16.871055140277,15.5500603362154,14.8997179589868,3.96591861994378
0.068,121.100272616691,148.506112969005,118.875517151361,77.0364251299556,39.9936506108435,23.4906267971904,12.1972612673978,0.780532410712344,0.0242315362189946,3.12025227017499,4.66498204315312,7.83725076623829,10.4655675540373,15.3932002389154,15.2109911103871,14.8970747490331,5.51393520266605
0.069,127.246231401134,157.234725194185,121.217767947319,82.1072174988873,42.0645826376621,24.8812232745036,12.8391064821628,0.994415135706198,9.6038285158723e-06,2.21755301263552,3.94238602354022,6.58893729422289,9.95529844712826,15.3387716293911,14.995632038937,14.7823837908719,3.37689425789359
0.07,132.261409610384,161.538064527257,126.321622868103,87.256146613562,43.2877688558438,27.0855987840205,13.9238983505783,1.30034777866087,0.0164598830314088,1.97897077418553,3.85399230796078,5.8712744539101,9.09812438147445,16.3640183655715,14.1570735139124,14.4537117623719,5.13311291625802
0.071,138.534680259029,165.167698516756,128.33376561898,91.8442275665338,47.3536893746212,29.778632729601,14.0511700210181,1.68320123076156,0.0744399390283313,1.53933011458795,3.21086745136128,6.10037932360298,9.20086719194749,14.7581797149903,14.8226213295503,13.1003658785303,3.53649978117466
0.072,145.289995272121,168.725187237689,130.695983559622,96.7530902622851,48.8672133171854,31.5711321184039,14.8477437145633,2.16220102733809,0.261990507573226,1.14784437941061,2.77792509223237,4.67625359688845,8.46703199003124,14.7534563682318,14.9095470713398,13.1533133957407,4.70755049129447
0.073,152.367670622465,171.947217507635,138.669606492129,98.3173290845706,53.0797729553349,33.0984812911181,16.5667758347984,3.00968586504733,0.381147981921584,0.827019150146844,2.57000408351458,4.19879702678239,11.3584165871504,15.6189132679933,13.906203115373,13.3049171884141,2.77484301679492
0.074,163.804604094744,176.818512421454,139.929222565736,102.409517266581,54.677974115761,33.8588542196868,18.2700350921187,3.5206551543514,0.646616830950494,0.674845926380859,2.2095720915907,3.99054161138005,7.1800981787771,15.7003838243752,13.6171626978132,12.7640186603886,2.73084219956995
0.075,168.745733727964,183.640108036707,143.38000756464,107.620682688356,58.2687930589668,35.6947587772705,19.6107332812276,4.19335192176326,0.79895377082521,0.548595089366136,2.10174719855724,3.401035786939,7.02743475577028,14.9294463702379,13.3416232163574,12.3919952442848,2.05002195341198
0.076,174.883435845471,188.326797873946,148.812856403312,110.975604299256,62.0628261319762,37.0483839311698,21.4893554729738,4.57916971363897,1.32401802278109,0.592331212729398,1.63153831919051,3.15841747339629,6.85808936703491,14.3336488134998,12.4576938815223,12.9738596769145,2.07897074503222
0.077,180.409543913203,192.99192056512,152.588733461042,115.252229770892,64.4594497771334,39.2444055791863,23.3803615672427,4.49011956972875,1.58432216779245,0.393835206816653,1.12991222142743,2.98087370504541,6.22230935578821,12.9992336364062,12.4564927249164,12.9439030825907,2.69487800798962
0.078,188.671948637906,200.140620359242,155.693362699717,120.272406328647,67.4557410165921,41.6789937514754,25.3681081570008,5.79585573029651,2.18266732834501,0.186702466600818,0.776639972192447,2.03948670532094,5.28237072088389,13.6619430258315,11.5575363564496,12.7472601319731,2.32398848315201
0.079,199.1543911981,206.537230936273,167.817261530168,125.255746738072,71.3939887243264,44.144328024683,27.3993714021428,7.3072681195193,2.4349666060889,0.11335163157717,0.478434988328916,2.34706975700891,5.11852844600721,11.5063013839993,10.7868071522634,12.6456218192746,1.65872125935244
0.08,200.881545052353,214.815555035327,173.617735922197,131.628891815194,73.4396781904453,47.1470890341921,29.6036159932999,8.90654528761918,3.12750673397008,0.0241090120382225,0.214764406627271,2.37212116400247,4.52100610122468,10.477810857354,10.8701543555957,12.024503827841,2.18004381702127
0.081,208.908504011742,217.517732192986,185.288911293325,137.202785177428,75.6833768450878,48.3688462297478,30.5931497314083,10.61876722027,4.33470285502257,0.00236370533436745,0.0719431153575335,1.70675923014939,4.43339503973942,10.5565089420623,10.4397436475303,11.9390364894788,1.6675284595445
0.082,209.641961581559,222.724894306431,192.502527576393,142.144709296465,79.4462247860975,51.0323545550481,33.1773560553828,11.9354660715878,4.94031777980731,0.0667956958850165,0.0279664590367394,1.82227172348924,3.36743353392571,10.4012118630234,9.36435499158911,11.9344249082681,1.98495124759991
0.083,213.926501257312,228.307759079975,198.401768876258,146.56434126302,82.459948602279,52.4320630929203,35.7208423640268,13.0420654043157,5.1245712358057,0.119793471848781,0.000281959507275378,1.42619028612159,3.41532804251082,10.4255355600017,9.68395791818375,11.4894562844456,1.51191806853382
0.084,214.381639279101,236.38792784761,204.96393043753,151.074534537844,86.0338454004355,55.9815044730464,38.0922717425386,15.1066725624931,5.81301557074567,0.21597821346472,0.0246499455875707,1.32101046861061,3.23663913340442,8.22220715989991,9.14926354578571,11.2420566691641,1.36439112882844
0.085,221.669512226789,246.649374675179,210.29296818923,158.221283733511,91.10798723911,56.1039571082917,41.8168294979564,16.7025322968541,6.22413732532268,0.74559099333924,0.0235133686334627,0.982105944735546,2.94574382950623,9.2821619683747,9.14294877574817,11.0674523280476,2.9463848045853
0.086,228.754434315126,251.561689489293,212.544854220376,162.240943261925,91.6041919042231,59.5214922609454,44.5913149137975,18.126025703129,6.98661394615586,1.25073649659146,0.0398652137111333,0.920823438943197,2.4546444634634,9.11962711783314,8.05544262881302,10.6373243305328,1.43807443224753
0.087,233.307682309131,255.160109902018,220.880465803339,166.463769472823,93.8655973044285,63.4813906935266,46.7335776863906,19.1072245864886,7.57720876943846,1.61962150425378,0.109115298819279,0.714324309709889,2.28532635485385,9.00427304610519,7.90312497745415,9.91257937281537,2.61135713765985
0.088,239.383469266903,259.347866734103,226.874447191337,168.748905366502,99.2969360219891,67.8733200580714,47.6194984195002,20.1633476388261,8.54556599286274,1.794423603865,0.346002649291159,0.62696318954017,1.69489505481464,6.65267444523852,7.59448810100284,9.71145208550884,2.4958106758
0.089,250.423509815334,267.37676863666,231.506447420825,172.239057808448,102.706193637699,70.9821181067048,49.8071732122234,21.7322593842496,9.85361883688012,1.81859319814213,0.599225829769343,0.458097812092557,1.24670166754272,9.37827540405794,7.61189105356348,9.74391015002239,2.4270129395252
0.09,256.596203127505,279.910515359206,236.388816036904,174.5690200047,107.663341155736,74.8256567160094,50.9924242222584,22.4838959417033,9.98594071663381,1.98814783854402,0.862615245911552,0.162418851353354,1.47851261713075,8.1061533361165,7.38237057771991,9.07112931250571,2.58536861846835
0.091,261.188656605798,292.138657607356,243.488361701682,176.76853060641,111.492005945646,82.056422012919,53.7254098267118,24.3199738505772,10.7533905240486,2.14558343879608,1.18980612627788,0.206727590081387,0.735148299983905,8.53793145677243,7.32208417200412,9.00524225335436,2.63435987641241
0.092,269.183079789529,297.145268166412,255.351346144608,178.661004405934,115.182348535228,84.9947603691266,58.5226490246695,26.3755176021873,12.1702266343678,2.92522349768599,1.2946648764461,0.0759534411172379,0.574711162788426,7.94503393911761,7.0964830429488,8.86728068152373,2.63165300008285
0.093,273.105646356183,305.064688814787,257.817097884116,184.180783233161,122.152222012273,87.1976022435791,61.0118781145799,27.7947781116374,13.0575279015529,3.23317562492029,1.43663874258909,0.0236660566139369,0.29315616702857,7.56776559333002,7.28462780876431,7.90601066999602,1.09109700182988
0.094,273.913513529903,316.01649112897,263.726486984591,190.56188079478,124.946224302356,91.5350025439467,64.1258510489686,29.1706362479944,14.7406700564554,3.85282601444808,1.78480771039296,0.0385396886832298,0.372163375038889,6.88436508565886,6.41349167176225,7.50123945541117,1.12029857127305
0.095,279.204676178308,321.751726390285,268.1940662189,197.935498871478,130.100742888798,95.2083913707766,68.0108495240033,30.0364571430464,16.1756513516424,3.26547529350476,2.12110648733468,2.37338868127679e-05,0.173004649214458,7.28060765929488,6.24882117644169,7.85966882945637,1.12348575632949
0.096,281.805621136842,328.908369167568,274.378557737106,202.088742246384,132.194562496395,101.884629112659,69.601386875135,33.3219627934005,16.8312892878156,4.59848868923408,2.34739575548461,0.0179940164702469,0.191900637517383,7.09125010134503,6.21045737399909,7.62733456628612,1.07619889839355
0.097,284.325373423483,337.457370269198,280.285519540549,205.218556469164,137.05928507592,106.726369522163,73.2933672371376,36.1348210244306,17.2394007241021,5.61088339779485,2.81274966461638,0.0528378414921941,0.196735929374377,6.23230821296571,6.50604860940991,7.57004416081326,1.84400304220604
0.098,299.227521123124,344.3836012896,283.462068656401,208.374748027046,143.010364104429,111.495864204596,74.7944379126426,37.318881395916,18.9083050079966,6.02292807888106,3.49712959802287,0.0287325592667234,0.377602704481229,6.15349962602401,5.31518611897133,7.3135772698932,1.74021421402725
0.099,306.7562700766,351.065261317215,288.321430899339,212.801432463207,149.306374359225,113.566038519558,78.5348899162183,38.993616086415,20.0608237370981,6.76984120188764,3.62792094537947,0.219349829304144,0.0134536504748862,5.99273640182916,5.24188233183276,7.34354354806059,0.894900457076573
0.1,314.869682778365,357.060120134696,291.077535167463,218.809206599819,152.521956693597,117.043103991314,80.032567008718,40.6469235419284,21.6035629375626,7.10408633376636,3.99074002766811,0.238705451940884,0.00177474054986089,5.91098828565192,6.096771502341,7.19518262373907,0.956217793396143
